Answer,Person,Specific Type,General Type
reverse_transcriptase,0,,
the_origins_of_totalitarianism,0,,
endorphins,0,,
aromaticity,0,,
suprematism,0,,
oxidative_phosphorylation,0,,
marie_de'_medici_cycle,0,,
rococo,0,,
synchrotron,0,,
michelangelo,0,,
scurvy,0,,
charles_evans_hughes,1,Politician,"government,politician"
sistine_chapel_ceiling,0,,
william_tecumseh_sherman,1,Military Commander,"military,military commander"
plutonium,0,,
ferrocene,0,,
darjeeling,0,,
peloponnesian_war,0,,
paraguay,0,,
raphael,1,Painting Artist,
robert_bunsen,1,Chemist,
geiger_counter,0,,
oak,0,,
color_charge,0,,
robert_schumann,0,,
edward_the_confessor,1,Monarch,"royalty,monarch"
bartolomeu_dias,1,Sailor,
transfection,0,,
laius,0,,
hundred_schools_of_thought,0,,
symphony_no._9_(beethoven),0,,
berthe_morisot,1,Painting Artist,
l'italiana_in_algeri,0,,
the_second_sex,0,,
eukaryotic_dna_replication,0,,
lactose,0,,
muller's_ratchet,0,,
pupil,0,,
mount_of_olives,0,,
cytosol,0,,
hall_effect,0,,
paris,0,,
intron,0,,
gorgias,1,Philosopher,
wounded_knee_massacre,0,,
cognitive_dissonance,0,,
halogen,1,Musical Artist,"music,artist"
retinal_ganglion_cell,0,,
crito,0,,
mass_spectrometry,0,,
barium,0,,
hartford_convention,0,,
paul_gauguin,1,Painting Artist,
ghost_dance,0,,
lapland_(region),0,,
anemia,0,,
thor_(comics),0,,
high-temperature_superconductivity,0,,
the_bridge_on_the_river_kwai,0,,
marshall_plan,0,,
nathaniel_hawthorne,1,Novelist,
seven_archangels,0,,
epistle_to_the_hebrews,0,,
special_relativity,0,,
titin,0,,
y_chromosome,0,,
carl_bosch,1,Chemist,
akbar,1,Monarch,"royalty,monarch"
fidelio,0,,
heat_capacity,0,,
the_scarlet_letter,0,,
pele_(deity),0,,
san_andreas_fault,0,,
only_built_4_cuban_linx...,0,,
dark_energy,0,,
jaundice,0,,
gyroscope,0,,
surtr,0,,
also_sprach_zarathustra_(strauss),0,,
swiss_guard,0,,
thor_(marvel_comics),0,,
lilith,1,Person Or Being In Fiction,"fictional universe,person in fiction"
averroes,1,Philosopher,
flores,0,,
ethanol,0,,
dionysus,1,Power metal Artist,
tian_shan,0,,
electrolysis,0,,
marduk,0,,
ordinary_time,0,,
fergana_valley,0,,
semitic_languages,0,,
miguel_de_unamuno,1,Novelist,
symphony_no._7_(beethoven),0,,
poynting_vector,0,,
roman_jakobson,1,Linguist,
ymir,0,,
the_great_gatsby,0,,
heimskringla,0,,
one_hundred_years_of_solitude,0,,
mishnah,0,,
scanning_tunneling_microscope,0,,
the_natural,0,,
desiderius_erasmus,1,Philosopher,
hanoi,0,,
alexander_the_great,1,Military Commander,"military,military commander"
cushing's_syndrome,0,,
the_myth_of_sisyphus,0,,
ajanta_caves,0,,
visual_cliff,0,,
lysosomal_storage_disease,0,,
foucault_pendulum,0,,
cerebellum,0,,
new_objectivity,0,,
hall_of_mirrors,0,,
dodo,0,,
streptococcus,0,,
iridium,1,Musical Artist,"music,artist"
grenada,0,,
carmen,0,,
oort_cloud,0,,
battle_of_the_little_bighorn,0,,
renormalization,0,,
hemoglobin,0,,
silent_spring,0,,
federico_garcia_lorca,0,,
cache_(computing),0,,
atreus,0,,
jabberwocky,1,Singer-songwriter,
south_island,0,,
robert_burns,1,Poet,
nagasaki,0,,
yasunari_kawabata,1,Novelist,
midas,0,,
wang_anshi,1,Politician,"government,politician"
gustave_caillebotte,1,Painting Artist,
second_council_of_ephesus,0,,
harry_s._truman,1,US President,"government,us president"
george_h._pendleton,1,U.S. Congressperson,"government,u s congressperson"
bitterroot_range,0,,
parallel_(geometry),0,,
aquarius_(constellation),0,,
wittig_reaction,0,,
harriet_beecher_stowe,1,Novelist,
borneo,0,,
william_of_ockham,1,Philosopher,
jenny_lind,1,Singer,
battle_of_bosworth_field,0,,
origen,1,Author,"book,author"
daniel_dennett,1,Philosopher,
sophocles,1,Dramatist,
jury_nullification,0,,
lanthanide_contraction,0,,
dylan_thomas,1,Novelist,
civilization_and_its_discontents,0,,
chromatography,0,,
victoria_woodhull,1,Politician,
planetary_nebula,0,,
oxyrhynchus,0,,
hermeneutics,0,,
der_rosenkavalier,0,,
nighthawks,0,,
mausoleum_at_halicarnassus,0,,
george_frideric_handel,1,Composer,"music,composer"
robert_louis_stevenson,1,Novelist,
hideki_tojo,1,Military Commander,"military,military commander"
anthropic_principle,0,,
nadine_gordimer,1,Novelist,
gulliver's_travels,0,,
sympatric_speciation,0,,
horus,1,Athlete,"sports,pro athlete"
eleanor_of_aquitaine,1,Military Commander,"military,military commander"
louis_brandeis,1,Jurist,
motet,0,,
branching_(polymer_chemistry),0,,
arizona,0,,
cirrhosis,0,,
flatworm,0,,
olefin_metathesis,0,,
marcel_mauss,1,Sociologist,
hand,0,,
john_singer_sargent,1,Painting Artist,
horseshoe_crab,0,,
kin_selection,0,,
operational_amplifier,0,,
james_joyce,1,Novelist,
helen_of_troy,0,,
sobek,0,,
marginal_revenue,0,,
fractional_distillation,1,Musical Artist,"music,artist"
fundamental_attribution_error,0,,
esperanto,0,,
modified_newtonian_dynamics,0,,
the_awakening_(chopin_novel),0,,
roger_bacon,1,Philosopher,
sulfuric_acid,0,,
sumatra,0,,
glucose,0,,
kamchatka_peninsula,0,,
type_ia_supernova,0,,
protein_kinase,0,,
stark_effect,1,Musical Artist,"music,artist"
tess_of_the_d'urbervilles,0,,
lucy_(australopithecus),0,,
the_waste_land,0,,
influenza_a_virus_subtype_h1n1,0,,
gutzon_borglum,1,Sculpture Artist,
gabon,0,,
plasmid,0,,
thomas_young_(scientist),1,Physicist,
galileo_galilei,1,Physicist,
galilean_moons,0,,
pollination,0,,
kaaba,0,,
caspar_david_friedrich,1,Painting Artist,
torque,0,,
pitirim_sorokin,1,Philosopher,
meristem,0,,
botswana,0,,
john_a._macdonald,1,Politician,"government,politician"
milky_way,0,,
bernard_malamud,1,Novelist,
komodo_dragon,0,,
spermatogenesis,0,,
tibia,0,,
the_origin_of_the_work_of_art,0,,
string_theory,0,,
passover,0,,
diet_of_worms,0,,
leon_festinger,1,Psychologist,
recess_appointment,0,,
pwyll,0,,
pineapple,0,,
the_open_boat,0,,
andrea_del_sarto,1,Painting Artist,
henry_purcell,1,Composer,"music,composer"
two_dogmas_of_empiricism,0,,
violin_concerto_no._4_(paganini),0,,
pierre-auguste_renoir,1,Painting Artist,
simone_de_beauvoir,1,Novelist,
mary_baker_eddy,1,Author,"book,author"
adenosine_triphosphate,0,,
minnesota,0,,
vandals,0,,
geography_of_mozambique,0,,
kurt_koffka,1,Psychologist,
savannah_river,0,,
george_eliot,1,Novelist,
schwarzschild_metric,0,,
guatemala,0,,
tuberculosis,0,,
haiti,0,,
jimmy_carter,1,US President,"government,us president"
brownian_motion,0,,
alexander_pushkin,0,,
basal_ganglia,0,,
formal_charge,0,,
hagar,0,,
london_dispersion_force,0,,
combustion,0,,
robert_k._merton,1,Historian,
the_presentation_of_self_in_everyday_life,0,,
ishi,1,Man,
sarawak,0,,
positron,0,,
pikes_peak,0,,
the_bostonians,0,,
larynx,0,,
naphthalene,0,,
vedas,0,,
zeno's_paradoxes,0,,
taliesin_west,0,,
papyrus,0,,
nutation,0,,
francisco_pizarro,1,Conquistador,
rubisco,0,,
semele,0,,
alexander_ii_of_russia,1,Monarch,"royalty,monarch"
louis_althusser,1,Philosopher,
nergal,0,,
vulcanization,0,,
louis_pasteur,1,Microbiologist,
john_wilkes_booth,1,Actor,
stroop_effect,0,,
hydrochloric_acid,0,,
t._s._eliot,1,Dramatist,
palladium,0,,
charles_de_gaulle,1,Military Commander,"military,military commander"
antonio_gramsci,1,Philosopher,
kentucky,0,,
hyperborea,0,,
leprosy,0,,
greg_graffin,1,Hardcore punk Artist,
kamadeva,0,,
graphene,0,,
john_quincy_adams,1,US President,"government,us president"
edgar_allan_poe,1,Novelist,
jean_racine,1,Dramatist,
congress_of_berlin,0,,
der_freischutz,0,,
first_battle_of_bull_run,0,,
phenotype,0,,
scapula,0,,
david_lewis_(philosopher),1,Philosopher,
functional_programming,0,,
coevolution,0,,
chitin,0,,
john_hay,1,Statesman,
guayaquil,0,,
vitus_bering,1,Deceased Person,"people,deceased person"
rachel_carson,1,Conservationist,
tuscany,0,,
"mary,_queen_of_scots",1,Monarch,"royalty,monarch"
boiling-point_elevation,0,,
dream_of_the_red_chamber,0,,
wheatstone_bridge,0,,
romeo_and_juliet_(tchaikovsky),0,,
alphonse_mucha,1,Painting Artist,
unemployment,0,,
graham_greene,1,Novelist,
congo_(bbc_tv_series),0,,
torah,0,,
francis_crick,1,Physicist,
dopamine,1,Musical Artist,"music,artist"
scattering,0,,
elk,0,,
bhutan,0,,
elm,0,,
monoclonal_antibody,0,,
children_of_paradise,0,,
elf,0,,
otto_dix,1,Painting Artist,
sargasso_sea,0,,
kelp,0,,
symphony_no._7_(mahler),0,,
alexander_scriabin,1,Composer,"music,composer"
miles_davis,1,Bandleader,
cardinal_mazarin,1,Statesman,
embargo_act_of_1807,0,,
charles_lindbergh,1,Peace activist,
martin_buber,1,Philosopher,
cyclic_adenosine_monophosphate,0,,
the_carnival_of_the_animals,0,,
e._o._wilson,1,Biologist,
estonian_language,0,,
conformational_isomerism,0,,
violin_sonata_no._9_(beethoven),0,,
antimatter,1,Person,"people,person"
agatha_christie,1,Novelist,
balearic_islands,0,,
the_grapes_of_wrath,0,,
gulf_of_california,0,,
wars_of_the_roses,0,,
iris_(mythology),0,,
the_closing_of_the_american_mind,0,,
menopause,0,,
imprinting_(psychology),0,,
daniel_defoe,1,Novelist,
taiping_rebellion,0,,
equation_of_state,0,,
artemisinin,0,,
benito_cereno,1,Cartoonist,
bovine_immunodeficiency_virus,0,,
genomic_imprinting,0,,
pepin_the_short,1,Monarch,"royalty,monarch"
epiphany_(holiday),0,,
just_war_theory,0,,
demarcation_problem,0,,
immune_system,0,,
battle_of_marathon,0,,
ephedrine,0,,
symphony_no._6_(beethoven),0,,
helicobacter_pylori,0,,
spleen,0,,
apatosaurus,0,,
sea_of_azov,0,,
my_last_duchess,0,,
lorenz_curve,0,,
estonia,0,,
gauss's_law,0,,
jacques_marquette,1,Author,"book,author"
phoneme,0,,
the_feminine_mystique,0,,
entropy_(statistical_thermodynamics),0,,
annales_school,0,,
lake_chad,0,,
tin,0,,
dead_sea,0,,
gershom_scholem,1,Philosopher,
elysium,1,Musical Artist,"music,artist"
turnus,1,Musical Artist,"music,artist"
vyasa,1,Philosopher,
oliver_goldsmith,1,Novelist,
the_death_of_marat,0,,
skara_brae,0,,
mossbauer_effect,0,,
arthur_schopenhauer,1,Philosopher,
edmond_halley,1,Physicist,
hildegard_of_bingen,1,Philosopher,
plasmon,0,,
reynolds_number,0,,
francis_poulenc,1,Composer,"music,composer"
tollens'_reagent,0,,
things_fall_apart,0,,
atahualpa,1,Deceased Person,"people,deceased person"
bremsstrahlung,0,,
abbas_kiarostami,1,Film director,"film,director"
frederick_law_olmsted,1,Landscape architect,"architecture,landscape architect"
ulna,0,,
emperor_penguin,0,,
antiferromagnetism,0,,
leonardo_da_vinci,1,Painting Artist,
deirdre,0,,
robert_henri,1,Painting Artist,
philippines,0,,
abraham_in_islam,0,,
louisiana_purchase,0,,
bahia,0,,
intertropical_convergence_zone,0,,
ixion,0,,
apology_(plato),0,,
lake_winnipeg,0,,
hydrogen_bond,0,,
golden_calf,0,,
lhasa,0,,
vachel_lindsay,1,Author,"book,author"
crab_nebula,0,,
gresham's_law,0,,
the_disasters_of_war,0,,
the_communist_manifesto,0,,
kami,0,,
piezoelectricity,0,,
antoine_watteau,0,,
lyme_disease,0,,
dublin,0,,
mauritius,0,,
glacial_river_warren,0,,
resonance,0,,
iron_law_of_wages,0,,
bacterial_conjugation,0,,
william_walker_(filibuster),1,Politician,"government,politician"
henry_vii_of_england,1,Monarch,"royalty,monarch"
isle_of_man,0,,
runes,0,,
bayeux_tapestry,0,,
patch_clamp,0,,
athena,0,,
ansel_adams,1,Photographer,
edna_st._vincent_millay,1,Dramatist,
villa_savoye,0,,
maximum_likelihood,0,,
penobscot_river,0,,
great_dismal_swamp,0,,
confucius,1,Philosopher,
amedeo_avogadro,1,Chemist,
world-systems_theory,0,,
iodine,0,,
epoxide,0,,
amazons,0,,
logotherapy,0,,
distillation,0,,
two_concepts_of_liberty,0,,
andromeda_galaxy,0,,
stroke,0,,
pearl_s._buck,1,Novelist,
hydrogen,0,,
osmosis,1,Musical Artist,"music,artist"
edward_thorndike,1,Psychologist,
suez_crisis,0,,
dorr_rebellion,0,,
henry_walter_bates,1,Composer,"music,composer"
thomas_hunt_morgan,1,Academic,"education,academic"
lev_vygotsky,1,,
chemical_shift,0,,
mikhail_lermontov,1,Novelist,
endymion_(mythology),0,,
nernst_equation,0,,
zinc_finger,0,,
vanadium,0,,
devi,0,,
a_streetcar_named_desire_(play),0,,
the_importance_of_being_earnest,0,,
odysseus,0,,
auxin,0,,
oceanic_feeling,0,,
estuary,0,,
eris_(mythology),0,,
jawaharlal_nehru,1,Politician,"government,politician"
dance_(nina_girado_song),0,,
peter_and_the_wolf,0,,
apep,0,,
density_matrix,0,,
beowulf_(hero),0,,
daniel_kahneman,1,Psychologist,
roger_b._taney,0,,
density_functional_theory,0,,
mantle_plume,0,,
discourse_on_the_method,0,,
pharynx,0,,
john_calvin,1,Theologian,
wallerian_degeneration,0,,
tzvetan_todorov,1,Philosopher,
rough_riders,0,,
acetone,0,,
missouri_compromise,0,,
advent,0,,
william_ewart_gladstone,1,Statesman,
oratorio,0,,
the_age_of_reason,0,,
alexandre_dumas,1,Novelist,
alfred_sisley,1,Painting Artist,
melting_point,0,,
equestrian_statue_of_gattamelata,0,,
tokugawa_shogunate,0,,
salman_rushdie,1,Novelist,
a_tale_of_two_cities,0,,
benito_juarez,0,,
developmental_biology,0,,
the_handmaid's_tale,0,,
jane_eyre,1,Woman,
isotope,0,,
battle_of_bannockburn,0,,
methylation,0,,
fashoda_incident,0,,
louis_spohr,1,Composer,"music,composer"
solipsism,1,Musical Artist,"music,artist"
de_rerum_natura,0,,
mohism,0,,
glucagon,0,,
henri_rousseau,1,Painting Artist,
dar_es_salaam,0,,
reductionism,0,,
cybernetics,0,,
ereshkigal,0,,
henry_wadsworth_longfellow,1,Poet,
lord_byron,0,,
angel_falls,0,,
zollverein,0,,
maxwell's_demon,0,,
the_school_of_athens,0,,
hadrian,1,Monarch,"royalty,monarch"
circe,0,,
monetary_policy,0,,
oda_nobunaga,1,Daimyo,
nuclear_shell_model,0,,
mozart_piano_concertos,0,,
science_and_health_with_key_to_the_scriptures,0,,
tempera,0,,
eero_saarinen,1,Architect,"architecture,architect"
chattahoochee_river,0,,
promethium,0,,
harun_al-rashid,1,Noble person,"royalty,noble person"
henry_the_navigator,1,Noble person,"royalty,noble person"
iris_(anatomy),0,,
peasants'_revolt,0,,
parallel_postulate,0,,
edward_hopper,1,Painting Artist,
djoser,1,Monarch,"royalty,monarch"
stanley_milgram,1,Psychologist,
influenza_a_virus,0,,
mindanao,0,,
zurvanism,0,,
gideon,1,Prophet,
kidnapped_(novel),0,,
benin,0,,
percival_lowell,1,Astronomer,"astronomy,astronomer"
malpighian_tubule_system,0,,
farthing_(english_coin),0,,
marcel_duchamp,1,Painting Artist,
virgo_(constellation),0,,
the_republic_(plato),0,,
charles_ives,1,Composer,"music,composer"
nucleolus,0,,
jakarta,0,,
the_phantom_of_the_opera_(1986_musical),0,,
ivanhoe,0,,
panopticon,1,Musical Artist,"music,artist"
dandruff,0,,
cecrops_i,0,,
joseph_haydn,1,Composer,"music,composer"
ernst_ludwig_kirchner,1,Painting Artist,
the_feast_of_the_gods,0,,
hans-georg_gadamer,1,Philosopher,
book_of_numbers,0,,
turbidity_current,0,,
dowry,0,,
drag_(physics),0,,
yo-yo_ma,1,Classical Artist,
the_garden_of_earthly_delights,0,,
niagara_falls,0,,
small_intestine,0,,
gary_becker,1,Economist,
john_brown_(abolitionist),1,Author,"book,author"
absolute_zero,0,,
third_law_of_thermodynamics,0,,
lise_meitner,1,Physicist,
cepheid_variable,0,,
rwanda,0,,
niels_bohr,0,,
flow_cytometry,0,,
st._bartholomew's_day_massacre,0,,
anton_webern,1,Composer,"music,composer"
joseph_heller,1,Novelist,
diode,1,Musical Artist,"music,artist"
rubaiyat_of_omar_khayyam,0,,
nauru,0,,
cortisol,0,,
article_four_of_the_united_states_constitution,0,,
light_in_august,0,,
young's_modulus,0,,
kinetic_energy,0,,
libya,0,,
jericho,0,,
peptidoglycan,0,,
robinson_annulation,0,,
berry,0,,
le_havre,0,,
gastrulation,0,,
aaron_copland,1,20th century classical Artist,
the_night_watch,0,,
arius,1,Philosopher,
carl_rogers,1,Psychologist,
quinine,0,,
arecibo_observatory,0,,
vilfredo_pareto,1,Economist,
mole_(unit),0,,
antoine_lavoisier,1,Chemist,
rub'_al_khali,0,,
kaon,0,,
riboswitch,0,,
liar_paradox,0,,
equilibrium_constant,0,,
la_cenerentola,0,,
rudolf_carnap,1,Philosopher,
octahedral_molecular_geometry,0,,
simple_harmonic_motion,0,,
bonampak,0,,
book_of_exodus,0,,
author,0,,
ethiopia,0,,
rear_window,0,,
fugitive_slave_laws,0,,
helen_(play),0,,
null_hypothesis,0,,
john_b._watson,1,Psychologist,
doppler_effect,0,,
sikhism,0,,
albert_ellis,1,Psychologist,
electromagnetism,0,,
eucalyptus,0,,
pennsylvania,0,,
the_tempest_(giorgione),0,,
sherman_antitrust_act,0,,
d._h._lawrence,1,Novelist,
golden_stool,0,,
brisbane,0,,
valmiki,1,Author,"book,author"
the_sun_also_rises,0,,
karlheinz_stockhausen,1,Musique concrète Artist,
ceres_(dwarf_planet),0,,
napoleon_iii,1,Noble person,"royalty,noble person"
star_formation,0,,
empiricism,0,,
the_guide_for_the_perplexed,0,,
cesare_beccaria,1,Philosopher,
giffen_good,0,,
henry_cavendish,1,Physicist,
holy_grail,0,,
inflation,0,,
edwin_arlington_robinson,1,Dramatist,
parity_(physics),0,,
barnett_newman,1,Painting Artist,
j._l._austin,1,Philosopher,
salem_witch_trials,0,,
molly_maguires,0,,
kubla_khan,0,,
a_shropshire_lad,0,,
fatwa,0,,
manuel_puig,1,Novelist,
thutmose_i,1,Monarch,"royalty,monarch"
greenback_party,0,,
luxembourg,0,,
the_misanthrope,0,,
thomson_scattering,0,,
karl_barth,1,Theologian,
emilio_aguinaldo,1,Politician,"government,politician"
hudson_river,0,,
afrikaans,0,,
swan_lake,0,,
arthashastra,0,,
scanning_electron_microscope,0,,
free-electron_laser,0,,
brittany,0,,
hypothalamus,0,,
michael_(archangel),0,,
binary_pulsar,0,,
flocculation,0,,
jane_jacobs,1,Urban planner,
the_carracci,0,,
penelope,0,,
the_great_gatsby_(2013_film),0,,
cnidaria,0,,
corsica,0,,
thomas_jefferson,1,US President,"government,us president"
orlando_furioso,1,Musician,
geography_of_azerbaijan,0,,
la_sonnambula,0,,
guillaume_de_machaut,1,Composer,"music,composer"
girolamo_savonarola,1,Author,"book,author"
hansel_and_gretel_(opera),0,,
santiago_calatrava,1,Architect,"architecture,architect"
hermann_emil_fischer,1,Chemist,
edmund_spenser,1,Author,"book,author"
james_clerk_maxwell,1,Physicist,
eniac,1,Record Producer,"music,producer"
theodor_w._adorno,1,Philosopher,
circadian_rhythm,0,,
the_planets,0,,
hart_crane,1,Poet,
metastasis,0,,
minneapolis,0,,
lichen,0,,
helicase,0,,
the_house_of_the_seven_gables,0,,
yellow_fever,0,,
francis_xavier,1,Organization founder,"organization,organization founder"
martin_van_buren,1,US President,"government,us president"
lethe,0,,
bilirubin,0,,
octavio_paz,1,Diplomat,
okavango_river,0,,
snell's_law,0,,
newgrange,0,,
babylon,0,,
artemisia_gentileschi,1,Painting Artist,
superconductivity,0,,
tebbe's_reagent,0,,
johann_sebastian_bach,1,Composer,"music,composer"
duino_elegies,0,,
falstaff,0,,
dante_gabriel_rossetti,1,Painting Artist,
angiogenesis,0,,
giacomo_puccini,1,Opera Artist,
assassins,0,,
wozzeck,0,,
phillips_curve,0,,
a._a._milne,1,Novelist,
riemann_sphere,0,,
desert_pavement,0,,
major_barbara,0,,
calvin_coolidge,1,US President,"government,us president"
temporal_lobe,0,,
the_ambassadors_(holbein),0,,
the_master_builder,0,,
giotto,1,Painting Artist,
conspicuous_consumption,0,,
gilbert_n._lewis,1,Chemist,
jerome,1,Religious Leader,"religion,religious leader"
magna_carta,0,,
carpal_tunnel_syndrome,0,,
aaron,1,Prophet,
the_scapegoat_(painting),0,,
sons_of_liberty,0,,
geography_of_madagascar,0,,
esther,1,Art Subject,"visual art,art subject"
fallopian_tube,0,,
heme,0,,
arthur_laffer,1,Economist,
hemp,0,,
frank_gehry,1,Architect,"architecture,architect"
high-performance_liquid_chromatography,0,,
hmong_people,0,,
great_attractor,0,,
telomerase_reverse_transcriptase,0,,
orphism_(art),0,,
olfactory_nerve,0,,
vulcanoid_asteroid,0,,
radial_distribution_function,0,,
marc_chagall,1,Painting Artist,
shahada,0,,
gametophyte,0,,
lucas_critique,0,,
carpathian_mountains,0,,
fugue,0,,
leda_and_the_swan,0,,
dharma_initiative,0,,
ising_model,0,,
the_threepenny_opera,0,,
st._louis,0,,
haemophilia,0,,
venus_flytrap,0,,
who's_afraid_of_virginia_woolf?,0,,
florence,0,,
geoffrey_chaucer,1,Philosopher,
sisyphus,1,Musical Artist,"music,artist"
cantata,0,,
c._wright_mills,1,Sociologist,
charles_i_of_england,1,Monarch,"royalty,monarch"
minos,0,,
thomas_reid,1,Philosopher,
oboe,0,,
recombination_(cosmology),0,,
spin_quantum_number,0,,
paradise_lost,1,Film actor,"film,actor"
the_iceman_cometh,0,,
the_great_transformation_(book),0,,
pelops,0,,
sedna_(mythology),0,,
icosahedron,0,,
herbie_hancock,1,Jazz fusion Artist,
methodism,0,,
logo_(programming_language),0,,
corfu,0,,
raphael_(archangel),1,,
staphylococcus_aureus,0,,
albert_schweitzer,1,Philosopher,
johannesburg,0,,
vajra,0,,
the_house_of_mirth,0,,
alkaline_earth_metal,0,,
the_alchemist_(play),0,,
wilhelm_wundt,1,Psychologist,
e._e._cummings,1,Dramatist,
cadmium,0,,
deep_inelastic_scattering,0,,
charles-valentin_alkan,1,Composer,"music,composer"
the_mind_of_primitive_man,0,,
sea_urchin,0,,
michael_j._s._dewar,0,,
giuseppe_verdi,1,Composer,"music,composer"
gospel_of_mark,0,,
lady_windermere's_fan,0,,
dna_barcoding,0,,
quantum_chromodynamics,0,,
j._r._r._tolkien,1,Writer,
arthur_sullivan,0,,
milton_friedman,1,Economist,
pedro_alvares_cabral,0,,
samuel_von_pufendorf,1,Philosopher,
jordan_river,1,Person,"people,person"
jean_genet,1,Novelist,
horse_sacrifice,0,,
book_of_deuteronomy,0,,
gram-negative_bacteria,0,,
hilary_putnam,1,Philosopher,
abacus,0,,
the_house_of_the_spirits,0,,
king_james_version,0,,
mephisto_waltzes,0,,
maltose,0,,
middlemarch,0,,
tennessee_williams,1,Dramatist,
the_brothers_karamazov,0,,
nicotine,0,,
isothermal_process,0,,
perpetual_peace,0,,
"yvain,_the_knight_of_the_lion",0,,
stagflation,0,,
margaret_sanger,1,Nurse,
alcohol,0,,
stream_of_consciousness_(narrative_mode),0,,
ayn_rand,1,Novelist,
tallinn,0,,
cytotoxic_t_cell,0,,
battle_of_antietam,0,,
einstein_on_the_beach,0,,
carl_jung,1,Philosopher,
hans_holbein_the_younger,1,Painting Artist,
prejudice,0,,
frigg,0,,
van_allen_radiation_belt,0,,
base_(chemistry),0,,
continental_drift,0,,
marquesas_islands,0,,
tlaloc,0,,
double_bass,0,,
social_darwinism,0,,
potential_flow,0,,
temperature,0,,
gamelan,0,,
moab,1,Man,
esau,1,Man,
folic_acid,0,,
revolver_(beatles_album),0,,
verdun,0,,
ecuador,0,,
physiocracy,0,,
canossa,0,,
adonis,0,,
everglades,0,,
jack_kerouac,1,Novelist,
giovanni_schiaparelli,1,Astronomer,"astronomy,astronomer"
pi_backbonding,0,,
lake_titicaca,0,,
dalai_lama,0,,
phagocyte,0,,
mesoderm,0,,
young_british_artists,0,,
freakonomics,0,,
the_merchant_of_venice,0,,
smallpox,0,,
ralph_ellison,1,Novelist,
the_agnew_clinic,0,,
catch-22,0,,
james_monroe,1,US President,"government,us president"
kenzaburo_oe,0,,
charles_lamb,1,Author,"book,author"
lamb_shift,0,,
fresco,0,,
yukon_river,0,,
soliton,1,Musical Artist,"music,artist"
polyethylene,0,,
kangchenjunga,0,,
artemis,0,,
radio_telescope,0,,
amerigo_vespucci,1,Navigator,
amphibian,0,,
chola_dynasty,0,,
claudius,1,Roman Emperor,
ben_shahn,1,Painting Artist,
kosovo,0,,
louis_de_broglie,1,Physicist,
great_northern_war,0,,
moses,1,Prophet,
michael_faraday,1,Physicist,
hiv,0,,
nikolai_gogol,1,Novelist,
cd4,0,,
fidel_castro,1,Military Commander,"military,military commander"
war_and_peace,0,,
compiler,1,Musical Artist,"music,artist"
sierra_leone,0,,
huntington's_disease,0,,
xyz_affair,0,,
barr_body,0,,
raman_spectroscopy,0,,
the_comedy_of_errors,0,,
lord_of_the_flies,0,,
upton_sinclair,0,,
a_theory_of_justice,0,,
the_death_of_general_wolfe,0,,
alcubierre_drive,0,,
gertrude_stein,1,Writer,
orisha,0,,
heinrich_schliemann,1,Archeologist,
vedanta,0,,
yukio_mishima,1,Novelist,
trinucleotide_repeat_disorder,0,,
haile_selassie,1,Monarch,"royalty,monarch"
against_the_sophists,0,,
attention,0,,
inertia,1,Musical Artist,"music,artist"
claisen_rearrangement,0,,
habeas_corpus,0,,
constructivism_(art),0,,
g_protein-coupled_receptor,0,,
amesha_spenta,0,,
nicomachean_ethics,0,,
"annunciation_(van_eyck,_washington)",0,,
emmanuel_levinas,1,Philosopher,
tiamat,0,,
wallace_stevens,1,Poet,
java,0,,
the_trial,0,,
androstenedione,0,,
william_holman_hunt,1,Visual Artist,"visual art,visual artist"
kinetic_theory,0,,
ernst_gombrich,1,Author,"book,author"
maser,0,,
algeria,0,,
john_tyler,1,US President,"government,us president"
vienna_circle,0,,
demand,0,,
olympus_mons,0,,
gilbert_ryle,1,Philosopher,
shamash,0,,
george_herbert_mead,1,Philosopher,
vlasov_equation,0,,
douro,0,,
classical_conditioning,0,,
styx,1,Hard rock Artist,
zeeman_effect,0,,
mach_number,0,,
austrian_school,0,,
egon_schiele,1,Painting Artist,
"the_general_theory_of_employment,_interest_and_money",0,,
war_of_the_pacific,0,,
robert_andrews_millikan,1,Physicist,
boltzmann_equation,0,,
monticello,0,,
benjamin_henry_latrobe,1,Architect,"architecture,architect"
saccharomyces_cerevisiae,0,,
avicenna,1,Philosopher,
nullarbor_plain,0,,
lohengrin_(opera),0,,
lake_victoria,0,,
francisco_vasquez_de_coronado,0,,
don_delillo,1,Novelist,
pollen,0,,
a_good_man_is_hard_to_find_(short_story),0,,
endoplasmic_reticulum,0,,
glueball,0,,
symphony_no._3_(mahler),0,,
saul_kripke,1,Philosopher,
omphale,0,,
moses_mendelssohn,1,Philosopher,
sufism,0,,
alpha_helix,0,,
hiroshima_mon_amour,0,,
the_snow_maiden,0,,
gunter_grass,0,,
intentionality,0,,
cosmological_constant,0,,
geography_of_tanzania,0,,
josiah_willard_gibbs,0,,
clitic,0,,
lake_ontario,0,,
jun'ichiro_tanizaki,0,,
jane_eyre_(character),0,,
the_pilgrim's_progress,0,,
hecuba,0,,
percy_bysshe_shelley,1,Poet,
john_field_(composer),1,Composer,"music,composer"
nairobi,0,,
isaac_bashevis_singer,1,Novelist,
amniocentesis,0,,
snake_handling,0,,
pascal's_wager,0,,
charles_stewart_parnell,1,Politician,"government,politician"
stockholm_syndrome,0,,
